@RELATION apeic
@ATTRIBUTE hour_of_day {0, 1, 2, 3, 4, 5}
@ATTRIBUTE day_of_week {1, 2, 3, 4, 5, 6, 7}
@ATTRIBUTE stay_point {0, 1, 2, 3, 4, 5, 6, 7, -1}
@ATTRIBUTE activity {STILL, TILTING, UNKNOWN, ON_FOOT, ON_BICYCLE, IN_VEHICLE}
@ATTRIBUTE application {com.dropbox.android, com.htc.video, com.android.chrome, com.cleanmaster.mguard, com.fitnesskeeper.runkeeper.pro, com.facebook.orca, com.facebook.katana, tw.edu.ntu.ee.arbor.apeic, com.tul.aviate, com.android.htcdialer, com.htc.lmw, com.android.vending, com.anydo, com.android.packageinstaller, com.htc.calendar, com.google.android.googlequicksearchbox, com.twitter.android, com.android.htccontacts, com.android.phone, gogolook.callgogolook2, android, ch.bitspin.timely, com.htc.htcpowermanager, com.google.android.music, com.google.android.gm, com.StorySense.WhatsTheNumberLite, com.android.systemui, com.anydo.cal, com.google.android.apps.genie.geniewidget, qr.barcode.mttb1, com.cleanmaster.security, kr.co.vcnc.android.couple, com.htc.album, jp.naver.line.android, com.google.android.apps.maps, com.contapps.android, com.android.settings, com.android.mms, com.android.camera, nexti.android.bustaipei}
@data
1, 2, 1, STILL, jp.naver.line.android
1, 2, 1, STILL, jp.naver.line.android
1, 2, 1, STILL, jp.naver.line.android
1, 2, 1, STILL, jp.naver.line.android
2, 2, 1, STILL, jp.naver.line.android
2, 2, 1, STILL, jp.naver.line.android
2, 2, 1, STILL, jp.naver.line.android
2, 2, 1, STILL, jp.naver.line.android
2, 2, 1, STILL, jp.naver.line.android
3, 2, 1, STILL, com.android.phone
3, 2, 1, STILL, com.android.phone
3, 2, 1, STILL, com.anydo
0, 3, 1, STILL, com.android.phone
0, 3, 1, STILL, com.anydo
1, 3, 0, TILTING, jp.naver.line.android
1, 3, 0, UNKNOWN, com.android.mms
1, 3, 0, STILL, com.facebook.katana
1, 3, 0, STILL, jp.naver.line.android
1, 3, 0, STILL, com.tul.aviate
1, 3, 0, UNKNOWN, com.facebook.orca
1, 3, 0, STILL, com.tul.aviate
1, 3, 0, UNKNOWN, com.google.android.apps.genie.geniewidget
1, 3, 0, STILL, com.android.chrome
1, 3, 0, STILL, com.google.android.apps.genie.geniewidget
1, 3, 0, STILL, com.android.chrome
1, 3, 0, UNKNOWN, com.facebook.katana
1, 3, 0, STILL, com.android.chrome
1, 3, 0, UNKNOWN, com.facebook.katana
1, 3, 0, UNKNOWN, com.android.chrome
2, 3, 0, STILL, com.google.android.gm
2, 3, 0, UNKNOWN, com.android.chrome
2, 3, 0, UNKNOWN, jp.naver.line.android
2, 3, 0, UNKNOWN, com.android.chrome
2, 3, 0, STILL, com.facebook.katana
2, 3, 0, STILL, com.android.chrome
2, 3, 0, STILL, com.facebook.katana
2, 3, 0, STILL, com.android.chrome
2, 3, 0, STILL, com.facebook.katana
1, 3, 0, STILL, jp.naver.line.android
3, 3, 0, STILL, ch.bitspin.timely
3, 3, 0, UNKNOWN, com.facebook.katana
3, 3, 0, STILL, com.android.chrome
3, 3, 0, UNKNOWN, com.facebook.katana
3, 3, 0, TILTING, com.facebook.katana
3, 3, 0, UNKNOWN, com.facebook.katana
3, 3, 0, UNKNOWN, com.tul.aviate
3, 3, 0, STILL, com.android.chrome
3, 3, 0, STILL, com.tul.aviate
3, 3, 0, STILL, com.android.htccontacts
3, 3, 0, TILTING, jp.naver.line.android
3, 3, 0, TILTING, jp.naver.line.android
3, 3, 0, TILTING, jp.naver.line.android
3, 3, -1, ON_FOOT, com.tul.aviate
3, 3, 0, TILTING, com.android.phone
3, 3, 0, TILTING, com.android.htccontacts
3, 3, 0, TILTING, com.android.phone
3, 3, 0, TILTING, com.tul.aviate
3, 3, 0, UNKNOWN, com.android.phone
0, 3, 0, TILTING, com.tul.aviate
0, 3, -1, ON_FOOT, com.android.settings
0, 3, 0, TILTING, com.android.settings
0, 3, 0, UNKNOWN, com.tul.aviate
0, 3, -1, ON_FOOT, com.facebook.katana
0, 3, -1, ON_FOOT, com.android.settings
0, 3, -1, ON_FOOT, com.android.chrome
0, 3, 0, TILTING, com.android.chrome
0, 3, -1, ON_FOOT, com.google.android.apps.maps
0, 3, 2, UNKNOWN, com.android.settings
0, 3, 2, STILL, com.facebook.orca
0, 3, 2, UNKNOWN, com.google.android.apps.maps
0, 3, 2, STILL, com.facebook.orca
0, 3, 2, STILL, com.google.android.apps.maps
